,Age,DailyAchievement,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyAchievement,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyAchievement,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Incentive,RemoteWork
752,32,300,1,3,4,61,3,1,4,2314,9148,0,6,2,2,1,4,2,3,3,0,0,2,347,3
753,34,1130,3,3,4,66,3,2,2,5433,19332,1,6,2,3,1,11,2,3,11,8,7,9,814,1
754,25,688,3,3,1,91,3,1,1,4031,9396,5,7,2,3,1,6,5,3,2,2,0,2,201,2
755,32,601,7,5,4,97,3,2,4,9204,23343,4,6,2,3,1,7,3,2,4,3,0,3,1380,3
756,51,684,6,3,1,51,3,5,3,19537,6462,7,7,2,3,0,23,5,3,20,18,15,15,0,3
757,26,652,7,3,3,100,4,1,1,3578,23577,0,6,2,4,0,8,2,3,7,7,0,7,536,1
758,33,515,1,2,1,98,3,3,4,13458,15146,1,6,2,3,0,15,1,3,15,14,8,12,1688,2
759,30,1288,29,4,3,33,3,3,2,9250,17799,3,6,2,2,1,9,3,3,4,2,1,3,1387,4
760,31,670,26,1,1,31,3,1,3,2911,15170,1,11,2,4,1,5,1,2,5,2,4,3,436,4
761,37,397,7,4,1,30,3,3,3,13664,25258,4,7,2,1,0,16,3,4,5,2,0,2,2049,3
762,41,796,4,1,3,81,3,3,3,10447,26458,0,7,2,4,1,23,3,4,22,14,13,5,1567,3
763,38,1394,8,3,4,58,2,2,2,2133,18115,1,10,2,3,1,20,3,3,20,11,0,7,319,2
764,50,989,7,2,2,43,2,5,3,18740,16701,5,6,2,4,1,29,2,2,27,3,13,8,0,2
765,35,890,2,3,4,97,3,1,4,2014,9687,1,7,2,1,0,2,3,3,2,2,2,2,302,3
766,39,119,15,4,2,77,3,4,1,13341,25098,0,6,2,1,0,21,3,3,20,8,11,10,2001,1
767,27,994,8,3,4,37,3,3,3,8726,2975,1,9,2,4,0,9,0,3,9,8,1,7,0,2
768,40,902,26,2,3,92,2,2,4,4422,21203,3,7,2,4,1,16,3,1,1,1,0,0,663,3
769,22,1294,8,1,3,79,3,1,1,2398,15999,1,11,2,3,0,1,6,3,1,0,0,0,119,1
770,34,1354,5,3,3,45,2,3,1,11631,5615,2,6,2,4,0,14,6,3,11,10,5,8,0,0
771,49,1091,1,2,3,90,2,4,3,13964,17810,7,6,2,4,0,25,2,3,7,1,0,7,2094,1
772,56,441,14,4,2,72,3,1,2,4963,4510,9,12,2,1,3,7,2,3,5,4,4,3,0,2
773,41,263,6,3,4,59,3,1,1,4721,3119,2,7,2,3,0,20,3,3,18,13,2,17,0,0
774,39,766,20,3,3,83,3,2,4,4127,19188,2,12,2,4,1,7,6,3,2,1,2,2,619,3
775,44,1117,2,1,1,72,4,1,4,2011,19982,1,7,2,4,1,10,5,3,10,5,7,7,301,2
776,41,857,10,3,4,91,2,4,1,17181,12888,4,7,2,2,1,21,2,2,7,6,7,7,0,2
777,36,1480,3,2,4,30,3,1,2,2088,15062,4,6,2,3,0,13,3,2,8,7,7,2,313,2
778,30,1334,4,2,3,63,2,2,2,5209,19760,1,6,2,2,3,11,4,2,11,8,2,7,781,2
779,31,1079,16,4,1,70,3,3,3,8161,19002,2,7,2,1,3,10,2,3,1,0,0,0,408,3
780,50,333,22,5,3,88,1,4,4,14411,24450,1,7,2,4,0,32,2,3,32,6,13,9,2161,4
781,35,208,8,4,3,52,3,2,3,4148,12250,1,6,2,4,1,15,5,3,14,11,2,9,622,3
782,58,605,21,3,4,72,3,4,4,17875,11761,4,7,2,3,1,29,2,2,1,0,0,0,0,5
783,33,1313,1,2,2,59,2,1,3,2008,20439,1,6,2,3,3,1,2,2,1,1,0,0,301,2
784,34,285,29,3,2,86,3,2,3,5429,17491,4,7,2,1,2,10,1,3,8,7,7,7,814,5
785,31,691,5,4,3,86,3,1,4,4821,10077,0,6,2,3,1,6,4,3,5,2,0,3,723,2
786,35,1017,6,4,2,82,1,2,4,6646,19368,1,7,2,2,0,17,3,3,17,11,11,8,996,3
787,44,935,3,3,1,89,3,1,1,2362,14669,4,6,2,3,0,10,4,4,3,2,1,2,118,0
788,54,1147,3,3,4,52,3,2,1,5940,17011,2,8,2,4,1,16,4,3,6,2,0,5,891,2
789,37,290,21,3,2,65,4,1,1,3564,22977,1,6,2,1,1,8,3,2,8,7,1,7,534,3
790,29,232,19,3,4,34,3,2,4,4262,22645,4,6,2,2,2,8,2,4,3,2,1,2,639,5
791,36,132,6,3,2,55,4,1,4,3038,22002,3,6,2,2,0,5,3,3,1,0,0,0,455,4
792,38,437,16,3,2,90,3,2,2,4198,16379,2,6,2,2,0,8,5,4,3,2,1,2,629,3
793,36,325,10,4,4,63,3,3,3,7094,5747,3,6,2,1,0,10,0,3,7,7,1,7,0,2
794,30,1275,28,2,4,64,3,2,4,5775,11934,1,7,2,4,2,11,2,3,10,8,1,9,866,5
795,29,991,5,3,1,43,2,2,2,4187,3356,1,7,2,2,1,10,3,2,10,0,0,9,0,2
796,44,1037,1,3,2,42,3,1,4,2436,13422,6,6,2,3,0,6,2,3,4,3,1,2,365,3
797,49,1184,11,3,3,43,3,3,4,7654,5860,1,12,2,1,2,9,3,4,9,8,7,7,0,4
798,50,878,1,4,2,94,3,2,3,6728,14255,7,6,2,4,2,12,3,3,6,3,0,1,336,2
799,32,638,8,2,3,91,4,2,3,5175,22162,5,6,2,3,1,9,3,2,5,3,1,3,776,2
800,30,600,8,3,3,66,2,1,4,2180,9732,6,5,2,3,1,6,0,2,4,2,1,2,109,2
801,59,142,3,3,3,70,2,1,4,2177,8456,3,11,2,1,1,7,6,3,1,0,0,0,326,2
802,38,1380,9,2,3,75,3,1,4,2288,6319,1,6,2,3,0,2,3,3,2,2,2,1,343,4
803,36,884,1,4,2,73,3,2,3,6815,21447,6,7,2,1,0,15,5,3,1,0,0,0,1022,2
804,34,653,10,4,4,92,2,2,3,5063,15332,1,8,2,2,1,8,3,2,8,2,7,7,759,2
805,39,360,23,3,3,93,3,1,1,3904,22154,0,7,2,1,0,6,2,3,5,2,0,3,195,0
806,40,1342,9,2,1,47,3,2,1,5473,19345,0,6,2,4,0,9,5,4,8,4,7,1,820,1
807,41,802,9,1,3,96,3,3,3,8189,21196,3,7,2,3,1,12,2,3,9,7,0,7,1228,3
808,46,1277,2,3,3,74,3,3,4,10368,5596,4,6,2,2,1,13,5,2,10,6,0,3,0,3
809,56,713,8,3,3,67,3,1,1,4257,13939,4,12,2,3,1,19,3,3,2,2,2,2,638,2
810,39,895,5,3,4,56,3,2,4,2086,3335,3,8,2,3,1,19,6,4,1,0,0,0,104,3
811,31,106,2,3,1,62,2,2,1,6410,17822,3,6,2,4,0,9,1,3,2,2,1,0,961,2
812,51,1323,4,4,1,34,3,1,3,2461,10332,9,6,2,3,3,18,2,4,10,0,2,7,123,2
813,24,1371,10,4,4,77,3,2,3,4260,5915,1,6,2,4,1,5,2,4,5,2,0,3,639,3
814,32,499,2,1,3,36,3,2,2,4078,20497,0,7,2,1,3,4,3,2,3,2,1,2,611,3
815,34,479,7,4,1,35,3,1,4,2972,22061,1,7,2,3,0,1,4,1,1,0,0,0,445,4
816,32,827,1,1,4,71,3,1,1,2956,15178,1,7,2,4,0,1,2,3,1,0,0,0,443,2
817,40,692,11,3,4,73,3,2,3,6323,26849,1,5,2,1,1,10,2,4,10,9,9,4,948,3
818,44,1315,3,4,4,35,3,5,4,19513,9358,4,6,2,1,1,26,2,4,2,2,0,1,0,3
819,32,1259,2,4,4,95,3,1,2,1393,24852,1,6,2,1,0,1,2,3,1,0,0,0,69,2
820,41,447,5,3,2,85,4,2,2,6870,15530,3,6,2,1,0,11,3,1,3,2,1,2,1030,3
821,52,1490,4,2,4,30,3,4,4,16555,10310,2,7,2,4,0,31,2,1,5,2,1,4,0,3
822,34,1442,9,3,4,46,2,3,2,8621,17654,1,8,2,2,0,9,3,4,8,7,7,7,1293,3
823,31,154,7,4,2,41,2,1,3,2329,11737,3,9,2,2,0,13,2,4,7,7,5,2,349,4
824,31,1327,3,4,2,73,3,3,3,13675,13523,9,6,2,1,1,9,3,3,2,2,2,2,0,3
825,32,498,3,4,3,93,3,2,1,6725,13554,1,6,2,3,1,8,2,4,8,7,6,3,1008,1
826,34,1480,4,3,3,64,3,3,4,9713,24444,2,7,2,4,3,9,3,3,5,3,1,0,1456,2
827,30,911,1,2,4,76,3,1,2,3748,4077,1,7,2,3,0,12,6,2,12,8,1,7,329,1
828,21,337,7,1,2,31,3,1,2,2679,4567,1,7,2,2,0,1,3,3,1,0,1,0,133,1
829,34,507,15,2,3,66,3,2,1,6125,23553,1,6,2,4,0,10,6,4,10,8,9,6,918,2
830,33,350,5,3,4,34,3,1,3,2851,9150,1,7,2,2,0,1,2,3,1,0,0,0,142,3
831,56,1369,23,3,4,68,3,4,2,13402,18235,4,6,2,1,1,33,0,3,19,16,15,9,2010,4
832,30,1116,2,3,3,49,3,1,4,2564,7181,0,8,2,3,0,12,2,2,11,7,6,7,384,4
833,31,976,3,2,3,48,3,1,1,3065,3995,1,7,2,4,1,4,3,4,4,2,2,3,459,0
834,53,447,2,3,4,39,4,4,2,16598,19764,4,6,2,2,0,35,2,2,9,8,8,8,2489,1
835,26,1449,16,4,1,45,3,1,2,2373,14180,2,7,2,4,1,5,2,3,3,2,0,2,118,3
836,49,1098,4,2,1,85,2,5,3,18711,12124,2,7,2,3,1,23,2,4,1,0,0,0,0,2
837,48,715,1,3,4,76,2,5,4,18265,8733,6,6,2,3,0,25,3,4,1,0,0,0,0,3
838,31,874,15,3,3,72,3,1,3,2610,6233,1,6,2,3,1,2,5,2,2,2,2,2,130,2
839,30,1358,16,1,4,96,3,2,3,5301,2939,8,9,2,3,2,4,2,2,2,1,2,2,0,5
840,27,135,17,4,4,51,3,1,3,2394,25681,1,7,2,4,0,8,2,3,8,2,7,7,119,3
841,40,299,25,4,4,57,2,3,2,9094,17235,2,6,2,3,0,9,2,3,5,4,1,0,454,0
842,40,1184,2,4,2,62,3,2,2,4327,25440,5,6,2,4,3,5,2,3,0,0,0,0,649,2
843,41,1085,2,4,2,57,1,1,4,2778,17725,4,7,2,3,1,10,1,2,7,7,1,0,555,2
844,32,967,8,3,2,43,3,3,4,8998,15589,1,8,2,4,0,9,2,3,9,8,3,7,1799,3
845,59,715,2,3,3,69,2,4,4,13726,21829,3,7,2,1,0,30,4,3,5,3,4,3,2745,3
846,37,977,1,3,4,56,2,2,4,6474,9961,1,7,2,2,1,14,2,2,14,8,3,11,1294,1
847,32,128,2,1,4,84,2,2,1,2176,19737,4,7,2,4,0,9,5,3,6,2,0,4,435,1
848,44,528,1,3,3,44,3,1,4,3195,4167,4,12,2,1,3,8,2,3,2,2,2,2,639,3
849,35,662,1,5,3,94,3,3,2,7295,11439,1,7,2,1,2,10,3,3,10,8,0,6,1459,2
850,29,590,4,3,4,91,2,1,1,2109,10007,1,7,2,3,1,1,2,3,1,0,0,0,421,2
851,36,1195,11,3,2,95,2,2,2,6499,22656,1,7,2,3,0,6,3,3,6,5,0,3,1299,2
852,38,201,10,3,2,99,1,3,3,13206,3376,3,6,2,1,1,20,3,3,18,16,1,11,0,4
853,26,572,10,3,3,46,3,2,4,4684,9125,1,7,2,1,0,5,4,3,5,3,1,2,936,5
854,23,571,12,2,4,78,3,1,4,2647,13672,1,7,2,3,0,5,6,4,5,2,1,4,529,4
855,53,1168,24,4,1,66,3,3,1,10448,5843,6,7,2,2,0,15,2,2,2,2,2,2,0,0
856,35,882,3,4,4,92,3,3,4,7823,6812,6,7,2,2,1,12,2,3,10,9,0,8,0,2
857,38,1009,2,2,2,31,3,2,1,6893,19461,3,9,2,4,1,11,3,3,7,7,1,7,1378,2
858,34,181,2,4,4,97,4,1,4,2932,5586,0,8,2,1,3,6,3,3,5,0,1,2,586,3
859,26,950,4,4,4,48,2,2,4,5828,8450,1,6,2,2,0,8,0,3,8,7,7,4,1165,3
860,38,770,10,4,3,73,2,3,3,8740,5569,0,8,2,2,2,9,2,3,8,7,2,7,0,4
861,25,599,24,1,3,73,1,1,4,1118,8040,1,8,2,4,0,1,4,3,1,0,1,0,223,0
862,38,1333,1,3,4,80,3,3,1,13582,16292,1,7,2,2,1,15,3,3,15,12,5,11,2710,0
863,46,638,1,3,3,40,2,3,1,10673,3142,2,7,2,3,1,21,5,2,10,9,9,5,0,1
864,34,1397,1,5,2,42,3,1,4,2691,7660,1,6,2,4,1,10,4,2,10,9,8,8,538,3
865,20,500,2,3,3,49,2,1,3,2044,22052,1,7,2,4,0,2,3,2,2,2,0,2,408,4
866,42,748,9,2,1,74,3,1,4,3673,16458,1,7,2,3,0,12,3,3,12,9,5,8,734,3
867,38,1084,29,3,4,54,3,2,4,6261,4185,3,12,2,1,1,9,3,1,7,7,1,7,0,4
868,34,131,2,3,3,86,3,2,1,4538,6039,0,6,2,4,0,4,3,3,3,2,0,2,907,1
869,38,119,3,3,1,76,3,3,3,10609,9647,0,6,2,3,2,17,6,2,16,10,5,13,0,3
870,50,410,28,3,4,39,2,3,1,10854,16586,4,7,2,2,1,20,3,3,3,2,2,0,2170,4
871,40,107,10,3,2,84,2,2,2,6852,11591,7,6,2,2,1,7,2,4,5,1,1,3,1370,1
872,19,489,2,2,1,52,2,1,4,2564,18437,1,6,2,3,0,1,3,4,1,0,0,0,512,3
873,48,277,6,3,1,97,2,2,3,4240,13119,2,7,2,4,0,19,0,3,2,2,2,2,848,2
874,27,199,6,3,4,55,2,1,3,2539,7950,1,7,2,3,1,4,0,3,4,2,2,2,507,1
875,44,136,28,3,4,32,3,4,1,16328,22074,3,7,2,3,1,24,1,4,20,6,14,17,3265,3
876,32,371,19,3,4,80,1,3,3,9610,3840,3,7,2,3,1,10,2,1,4,3,0,2,0,3
877,29,153,15,2,4,49,2,2,3,4193,12682,0,6,2,4,0,10,3,3,9,5,0,8,838,3
878,52,1323,2,3,3,89,2,1,4,3212,3300,7,9,2,2,0,6,3,2,2,2,2,2,88,4
879,36,566,18,4,3,81,4,1,4,3688,7122,4,12,2,4,2,4,2,3,1,0,0,0,737,5
880,30,990,7,3,3,64,3,1,3,1274,7152,1,7,2,2,2,1,2,2,1,0,0,0,254,3
881,42,932,1,2,4,43,2,2,4,6062,4051,9,7,2,4,1,8,4,3,4,3,0,2,0,3
882,18,230,3,3,3,54,3,1,3,1420,25233,1,7,2,3,0,0,2,3,0,0,0,0,284,2
883,22,1123,16,2,4,96,4,1,4,2935,7324,1,7,2,2,2,1,2,2,1,0,0,0,587,4
884,31,480,7,2,2,31,3,2,1,4306,4156,1,6,2,2,1,13,5,1,13,10,3,12,0,1
885,39,412,13,4,3,94,2,4,2,17123,17334,6,7,2,4,2,21,4,3,19,9,15,2,211,2
886,29,410,2,1,4,97,3,1,2,3180,4668,0,7,2,3,3,4,3,3,3,2,0,2,636,2
887,38,433,1,3,3,37,4,1,3,2844,6004,1,7,2,4,1,7,2,4,7,6,5,0,568,2
888,37,1189,3,3,3,87,3,3,4,7428,14506,2,6,2,1,0,12,3,3,5,3,1,3,1485,4
889,43,394,26,2,3,92,3,4,4,16959,19494,1,6,2,4,2,25,3,4,25,12,4,12,2535,4
890,36,329,16,4,3,98,2,2,1,5647,13494,4,7,2,1,2,11,3,2,3,2,0,2,1129,3
891,57,210,29,3,1,56,2,4,4,14118,22102,3,6,2,3,1,32,3,2,1,0,0,0,2823,5
892,39,711,4,3,1,81,3,2,3,5042,3140,0,7,2,4,0,10,2,1,9,2,3,8,0,3
893,59,1429,18,4,4,67,3,3,4,10512,20002,6,6,2,4,0,25,6,2,9,7,5,4,2102,3
894,41,918,6,3,4,35,3,3,3,9241,15869,1,6,2,2,0,10,3,3,10,8,8,7,1848,3
895,33,1111,5,1,2,61,3,2,4,9998,19293,6,7,2,1,0,8,2,4,5,4,1,2,1999,2
896,32,824,5,2,4,67,2,2,2,5878,15624,3,6,2,1,1,12,2,3,7,1,2,5,1175,2
897,25,266,1,3,4,40,3,1,2,2096,18830,1,12,2,4,0,2,3,2,2,2,2,1,419,2
898,34,1107,9,4,1,52,3,1,3,2742,3072,1,9,2,4,0,2,0,3,2,2,2,2,330,1
899,40,759,2,2,4,46,3,2,2,5715,22553,7,6,2,3,2,8,5,3,5,4,1,3,1143,1
900,46,566,7,2,4,75,3,3,3,10845,24208,6,7,2,2,1,13,3,3,8,7,0,7,2169,3
901,42,570,8,3,2,66,3,5,4,18430,16225,1,7,2,2,1,24,4,2,24,7,14,9,0,4
902,32,1109,29,4,4,69,3,1,3,4025,11135,9,6,2,2,0,10,2,3,8,7,7,7,805,5
903,34,628,8,3,2,82,4,2,3,4404,10228,2,6,2,1,0,6,3,4,4,3,1,2,880,4
904,37,367,25,2,3,52,2,2,4,5731,17171,7,7,2,3,2,9,2,3,6,2,1,3,1146,4
905,34,135,19,3,3,46,3,2,2,4444,22534,4,7,2,3,2,15,2,4,11,8,5,10,888,3
906,47,666,29,4,1,88,3,3,2,11849,10268,1,6,2,4,1,10,2,2,10,7,9,9,0,4
907,30,641,25,2,4,85,3,2,3,4736,6069,7,6,2,2,1,4,2,4,2,2,2,2,947,4
908,36,559,12,4,3,76,3,2,3,4663,12421,9,6,2,2,2,7,2,3,3,2,1,1,932,3
909,36,335,17,2,3,33,2,2,2,5507,16822,2,10,2,3,2,12,1,1,4,2,1,3,1101,3
910,41,645,1,3,2,49,4,3,1,8392,19566,1,10,2,3,1,10,2,3,10,7,0,7,1678,0
911,31,329,1,2,4,98,2,1,1,2218,16193,1,6,2,3,1,4,3,3,4,2,3,2,443,2
912,27,1220,5,3,3,85,3,1,2,2478,20938,1,6,2,2,0,4,2,2,4,3,1,2,495,2
913,40,1171,10,4,4,46,4,1,3,2213,22495,3,7,2,3,1,10,3,3,7,7,1,7,442,3
914,46,228,3,3,3,51,3,4,2,16606,11380,8,6,2,4,1,23,2,4,13,12,5,1,0,1
915,29,442,2,2,2,44,3,2,4,4554,20260,1,12,2,1,0,10,3,2,10,7,0,9,910,3
916,27,591,2,3,4,87,3,1,4,2580,6297,2,7,2,3,0,6,0,2,4,2,1,2,516,2
917,30,125,9,2,4,83,2,1,3,2206,16117,1,7,2,1,0,10,5,3,10,0,1,8,441,4
918,20,959,1,3,4,83,2,1,2,2836,11757,1,7,2,4,0,1,0,4,1,0,0,0,567,2
919,36,635,18,1,2,73,3,1,4,2153,7703,1,7,2,1,0,8,2,3,8,1,1,7,430,4
920,46,717,13,4,3,34,3,2,2,5562,9697,6,8,2,4,0,19,3,3,10,7,0,9,1112,3
921,31,1332,11,2,3,80,3,2,1,6833,17089,1,6,2,4,0,6,2,2,6,5,0,1,1366,2
922,41,1360,12,3,2,49,3,5,3,19545,16280,1,6,2,4,0,23,0,3,22,15,15,8,0,3
923,27,1055,2,4,1,47,3,2,4,4227,4658,0,12,2,2,1,4,2,3,3,2,2,2,431,2
924,18,247,8,1,3,80,3,1,3,1904,13556,1,6,2,4,0,0,0,3,0,0,0,0,380,3
925,29,1496,1,1,4,41,3,2,3,4319,26283,1,7,2,1,1,10,1,3,10,7,0,9,863,2
926,58,1272,5,3,3,37,2,3,2,10552,9255,2,7,2,4,1,24,3,3,6,0,0,4,0,2
927,45,556,25,2,2,93,2,2,4,5906,23888,0,7,2,4,2,10,2,2,9,8,3,8,1181,4
928,18,1124,1,3,4,97,3,1,4,1611,19305,1,9,2,3,0,0,5,4,0,0,0,0,322,3
929,31,1188,20,2,4,45,3,2,3,6932,24406,1,7,2,4,1,9,2,2,9,8,0,0,1386,3
930,29,461,1,3,4,70,4,2,3,6294,23060,8,6,2,4,0,10,5,4,3,2,0,2,1258,2
931,27,618,4,3,2,76,3,1,3,2318,17808,1,13,3,3,0,1,2,3,1,1,0,0,1159,3
932,40,1492,20,4,1,61,3,3,4,10322,26542,4,14,4,4,1,14,6,3,11,10,11,1,5161,5
933,36,430,2,4,4,73,3,2,2,6962,19573,4,16,4,4,1,15,2,3,1,0,0,0,3481,2
934,38,168,1,3,3,81,3,3,3,7861,15397,4,8,3,4,0,10,4,4,1,0,0,0,3930,3
935,36,607,7,3,1,83,4,2,1,4639,2261,2,10,3,4,1,17,2,2,15,7,6,13,0,2
936,31,335,9,2,3,46,2,1,1,2321,10322,0,16,3,1,0,4,0,3,3,2,1,2,1160,4
937,37,674,13,3,1,47,3,2,4,4285,3031,1,11,3,1,0,10,2,3,10,8,3,7,0,5
938,48,163,2,5,2,37,3,2,4,4051,19658,2,8,3,1,1,14,2,3,9,7,6,7,2025,2
939,24,1269,4,1,1,46,2,1,4,3162,10778,0,11,3,4,0,6,2,2,5,2,3,4,1581,2
940,31,330,22,4,4,98,3,2,3,6179,21057,1,9,3,4,2,10,3,2,10,2,6,7,3089,4
941,47,1225,2,4,2,47,4,4,2,15972,21086,6,8,3,3,3,29,2,3,3,2,1,2,5114,2
942,33,1038,8,1,2,88,2,1,4,2342,21437,0,13,4,4,0,3,2,2,2,2,2,2,1171,4
943,39,1329,4,4,4,47,2,2,3,5902,14590,4,8,3,3,1,17,1,4,15,11,5,9,2951,2
944,52,771,2,4,1,79,2,5,3,19068,21030,1,12,3,4,0,33,2,4,33,7,15,12,1962,3
945,46,1254,10,3,3,64,3,3,2,7314,14011,5,15,4,3,3,14,2,3,8,7,0,7,3657,3
946,27,975,7,3,4,55,2,2,1,6811,23398,8,13,4,1,0,9,2,1,7,6,0,7,3405,1
947,22,604,6,1,1,69,3,1,3,2773,12145,0,14,4,4,0,3,3,3,2,2,2,2,1386,3
948,42,288,2,3,4,40,3,3,4,10124,18611,2,8,3,3,1,24,3,1,20,8,13,9,5062,3
949,20,871,6,3,4,66,2,1,4,2926,19783,1,12,3,2,0,1,5,3,1,0,1,0,1463,4
950,27,954,9,3,4,44,3,2,4,4105,5099,1,8,3,1,0,7,5,3,7,7,0,7,994,4
951,24,581,9,3,3,62,4,1,3,4401,17616,1,10,3,4,1,5,1,3,5,3,0,4,2200,4
952,34,829,3,2,3,88,3,1,4,3737,2243,0,13,4,3,1,4,1,1,3,2,0,2,0,3
953,35,607,9,3,4,66,2,3,3,10685,23457,1,14,4,2,1,17,2,3,17,14,5,15,5342,3
954,37,482,3,3,3,36,3,3,3,9434,9606,1,9,3,3,1,10,2,3,10,7,7,8,172,3
955,37,1115,1,4,1,51,2,2,3,5993,2689,1,12,3,3,1,7,2,4,7,5,0,7,0,3
956,32,906,7,3,4,91,2,2,3,5484,16985,1,8,3,3,1,13,3,2,13,8,4,8,2742,4
957,40,1124,1,2,2,57,1,2,4,7457,13273,2,16,4,3,3,6,2,2,4,3,0,2,3728,4
958,32,1200,1,4,4,62,3,2,1,4087,25174,4,8,3,2,1,9,3,2,6,5,1,2,2043,2
959,43,1291,15,2,3,65,2,4,3,17603,3525,1,18,4,1,1,14,3,3,14,10,6,11,0,5
960,34,1157,5,2,2,57,2,2,4,3986,11912,1,8,3,3,1,15,3,4,15,10,4,13,1993,4
961,47,1309,4,1,2,99,3,2,3,2976,25751,3,13,4,1,0,5,3,3,0,0,0,0,1488,2
962,35,146,2,4,1,79,2,1,4,4930,13970,0,8,3,3,0,6,2,4,5,4,1,4,2465,2
963,30,634,17,4,2,95,3,3,1,11916,25927,1,17,4,4,2,9,2,3,9,1,0,8,5958,4
964,38,243,7,4,4,46,2,2,4,4028,7791,0,14,3,1,0,8,2,3,7,7,0,5,2014,2
965,23,977,10,3,4,45,4,1,3,2073,12826,2,10,3,4,1,4,2,3,2,2,2,2,1036,4
966,45,192,10,2,1,69,3,1,4,2654,9655,3,15,4,4,2,8,3,2,2,2,0,2,1327,5
967,42,1210,2,3,3,68,2,1,2,4841,24052,4,8,3,2,1,4,3,3,1,0,0,0,2420,2
968,37,728,1,4,1,80,3,3,4,13603,11677,2,12,3,1,2,15,2,3,5,2,0,2,0,3
969,43,1034,16,3,4,80,3,4,4,16064,7744,5,16,4,3,1,22,3,3,17,13,1,9,0,5
970,39,592,2,3,1,54,2,1,1,3646,17181,2,17,3,2,0,11,2,4,1,0,0,0,1823,2
971,46,168,4,2,4,33,2,5,2,18789,9946,2,8,3,3,1,26,2,3,11,4,0,8,0,1
972,25,959,28,3,1,41,2,2,3,8639,24835,2,12,3,4,0,6,3,3,2,2,2,2,4319,5
973,38,1189,1,3,4,90,3,2,4,4735,9867,7,9,3,4,2,19,4,4,13,11,2,9,2367,2
974,48,530,29,1,1,91,3,3,3,12504,23978,3,15,4,2,1,15,3,1,0,0,0,0,6252,5
975,27,793,2,1,4,43,1,2,4,5071,20392,3,14,4,2,0,8,3,3,6,2,0,0,2535,4
976,34,669,1,3,4,97,2,2,1,5343,25755,0,14,4,3,0,14,3,3,13,9,4,9,2671,1
977,20,1097,11,3,4,98,2,1,1,2600,18275,1,9,3,1,0,1,2,3,1,0,0,0,1300,1
978,33,508,10,3,2,46,2,2,4,4682,4317,3,8,3,3,0,9,6,2,7,7,0,1,0,4
979,45,1015,5,5,3,50,1,2,1,5769,23447,1,8,3,1,0,10,3,3,10,7,1,4,2884,2
980,37,1439,4,1,3,54,3,1,3,2996,5182,7,9,3,4,0,8,2,3,6,4,1,3,1498,3
981,33,217,10,4,2,43,3,2,3,5487,10410,1,8,3,2,0,10,2,2,10,4,0,9,2743,3
982,52,890,25,4,3,81,2,4,4,13826,19028,3,16,4,3,0,31,3,3,9,8,0,0,5202,5
983,51,237,9,3,4,83,3,5,2,19847,19196,4,18,4,1,1,31,5,2,29,10,11,10,0,3
984,43,775,15,3,4,47,2,2,4,6804,23683,3,12,3,3,1,7,5,3,2,2,2,2,3402,4
985,42,458,26,5,1,60,3,3,1,13191,23281,3,11,3,3,0,20,6,3,1,0,0,0,6595,4
986,18,1431,14,3,2,33,3,1,3,1514,8018,1,10,3,3,0,0,4,1,0,0,0,0,757,4
987,34,697,3,4,3,40,2,1,4,2979,22478,3,11,3,4,3,6,2,3,0,0,0,0,1489,4
988,38,1391,10,1,3,66,3,1,3,2684,12127,0,11,3,2,1,3,0,2,2,1,0,2,1342,4
989,31,688,7,3,3,44,2,3,4,11557,25291,9,15,4,3,1,10,3,2,5,4,0,1,5778,4
990,34,1031,6,4,3,45,2,2,2,4505,15000,6,9,3,3,1,12,3,3,1,0,0,0,2252,3
991,38,1261,2,4,4,88,3,2,3,6553,7259,9,8,3,2,0,14,3,3,1,0,0,0,706,2
992,31,1365,13,4,2,46,3,2,1,4233,11512,2,11,3,3,0,9,2,1,3,1,1,2,2116,2
993,33,603,9,4,1,77,3,2,1,8224,18385,0,11,3,1,0,6,3,3,5,2,0,3,4112,1
994,32,1033,9,3,1,41,3,1,1,4200,10224,7,16,4,1,0,10,2,4,5,4,0,4,2100,1
995,39,1253,10,1,3,65,3,3,3,13464,7914,7,15,4,3,0,9,3,3,4,3,2,2,0,3
996,40,530,1,4,3,78,2,4,2,13503,14115,1,16,4,4,1,22,3,2,22,3,11,11,612,3
997,47,249,2,2,3,35,3,2,4,4537,17783,0,16,4,1,1,8,2,3,7,6,7,7,2268,3
998,38,702,1,4,1,59,2,2,4,8686,12930,4,16,4,3,0,12,2,4,8,3,0,7,4244,3
999,33,147,4,4,3,47,2,1,2,2622,13248,6,15,4,4,0,7,3,3,3,2,1,1,1311,2
1000,40,1416,2,2,1,49,3,5,3,19436,5949,0,13,4,4,1,22,5,3,21,7,3,9,0,2
1001,28,304,9,4,2,92,3,2,4,5253,20750,1,10,3,4,0,7,1,3,7,5,0,7,2626,4
1002,34,1069,2,1,4,45,2,2,3,9547,14074,1,11,3,3,0,10,2,2,10,9,1,9,4527,3
