,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,HowToEmploy
898,Travel_Rarely,Human Resources,Technical Degree,Female,Human Resources,Married,No,agent_C
899,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,New_graduate_recruitment
900,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,New_graduate_recruitment
901,Travel_Frequently,Research & Development,Life Sciences,Male,Manager,Divorced,No,agent_A
902,Non-Travel,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
903,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
904,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,agent_C
905,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,agent_A
906,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,Yes,New_graduate_recruitment
907,Non-Travel,Sales,Technical Degree,Female,Sales Executive,Married,Yes,New_graduate_recruitment
908,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,agent_A
909,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_C
910,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,agent_C
911,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
912,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
913,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,New_graduate_recruitment
914,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,New_graduate_recruitment
915,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,agent_B
916,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,No,New_graduate_recruitment
917,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
918,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,direct_recruting
919,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
920,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,agent_B
921,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
922,Travel_Rarely,Research & Development,Technical Degree,Female,Research Director,Married,No,New_graduate_recruitment
923,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,agent_B
924,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,New_graduate_recruitment
925,Non-Travel,Research & Development,Technical Degree,Male,Manufacturing Director,Married,No,agent_B
926,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,Yes,New_graduate_recruitment
927,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,intern
928,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,agent_C
929,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,No,agent_A
930,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,New_graduate_recruitment
931,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,agent_C
932,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,New_graduate_recruitment
933,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Yes,New_graduate_recruitment
934,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,New_graduate_recruitment
935,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
936,Non-Travel,Research & Development,Medical,Male,Research Scientist,Single,Yes,agent_B
937,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
938,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,New_graduate_recruitment
939,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
940,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,New_graduate_recruitment
941,Travel_Rarely,Sales,Life Sciences,Female,Manager,Divorced,No,New_graduate_recruitment
942,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Single,No,direct_recruting
943,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,agent_A
944,Non-Travel,Sales,Life Sciences,Male,Manager,Single,Yes,New_graduate_recruitment
945,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
946,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,No,agent_A
947,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,intern
948,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,intern
949,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,New_graduate_recruitment
950,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
951,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
952,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,No,New_graduate_recruitment
953,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,New_graduate_recruitment
954,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,No,direct_recruting
955,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,agent_B
956,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
957,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Yes,agent_A
958,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,New_graduate_recruitment
959,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,agent_A
960,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_A
961,Travel_Frequently,Sales,Medical,Male,Sales Representative,Single,No,agent_A
962,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Yes,New_graduate_recruitment
963,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Yes,New_graduate_recruitment
964,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,agent_C
965,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,agent_A
966,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
967,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,agent_A
968,Non-Travel,Research & Development,Medical,Female,Research Director,Divorced,Yes,New_graduate_recruitment
969,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Yes,agent_A
970,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,agent_C
971,Travel_Rarely,Sales,Marketing,Female,Manager,Married,No,New_graduate_recruitment
972,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,direct_recruting
973,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,intern
974,Travel_Rarely,Sales,Medical,Female,Manager,Married,No,agent_A
975,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
976,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,No,New_graduate_recruitment
977,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,New_graduate_recruitment
978,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
979,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,New_graduate_recruitment
980,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,New_graduate_recruitment
981,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
982,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,No,agent_A
983,Travel_Frequently,Sales,Life Sciences,Male,Manager,Divorced,Yes,New_graduate_recruitment
984,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,intern
985,Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,Yes,New_graduate_recruitment
986,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,No,New_graduate_recruitment
987,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
988,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,No,agent_A
989,Travel_Rarely,Sales,Life Sciences,Male,Manager,Divorced,No,New_graduate_recruitment
990,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,New_graduate_recruitment
991,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,New_graduate_recruitment
992,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,No,New_graduate_recruitment
993,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,New_graduate_recruitment
994,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
995,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,New_graduate_recruitment
996,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
997,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,New_graduate_recruitment
998,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,intern
999,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,agent_A
1000,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,New_graduate_recruitment
1001,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,direct_recruting
1002,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,direct_recruting
1003,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,agent_C
1004,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,agent_A
1005,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,intern
1006,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1007,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
1008,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,No,agent_A
1009,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,New_graduate_recruitment
1010,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1011,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Married,No,direct_recruting
1012,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,intern
1013,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1014,Travel_Frequently,Research & Development,Medical,Female,Manager,Single,No,agent_A
1015,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1016,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1017,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
1018,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,No,New_graduate_recruitment
1019,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
1020,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,No,New_graduate_recruitment
1021,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,Yes,agent_A
1022,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,agent_B
1023,Non-Travel,Human Resources,Human Resources,Female,Manager,Married,No,New_graduate_recruitment
1024,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Divorced,No,intern
1025,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,No,agent_A
1026,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Single,No,New_graduate_recruitment
1027,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,agent_A
1028,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1029,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Single,No,New_graduate_recruitment
1030,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,New_graduate_recruitment
1031,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,No,agent_C
1032,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,New_graduate_recruitment
1033,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
1034,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
1035,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,agent_A
1036,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
1037,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
1038,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,Yes,agent_A
1039,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
1040,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,Yes,direct_recruting
1041,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,New_graduate_recruitment
1042,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,agent_A
1043,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
1044,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
1045,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,direct_recruting
1046,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,New_graduate_recruitment
1047,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,intern
1048,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,New_graduate_recruitment
1049,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
1050,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,New_graduate_recruitment
1051,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
1052,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,No,New_graduate_recruitment
1053,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,New_graduate_recruitment
1054,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1055,Travel_Rarely,Sales,Medical,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
1056,Non-Travel,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
1057,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
1058,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,New_graduate_recruitment
1059,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,New_graduate_recruitment
1060,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,agent_A
1061,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,New_graduate_recruitment
1062,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,New_graduate_recruitment
1063,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,New_graduate_recruitment
1064,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,New_graduate_recruitment
1065,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,intern
1066,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,New_graduate_recruitment
1067,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,New_graduate_recruitment
1068,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,New_graduate_recruitment
1069,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,New_graduate_recruitment
1070,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,agent_A
1071,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
1072,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,New_graduate_recruitment
1073,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
1074,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,New_graduate_recruitment
1075,Travel_Frequently,Research & Development,Other,Male,Research Director,Divorced,Yes,intern
1076,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,New_graduate_recruitment
1077,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,direct_recruting
1078,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1079,Non-Travel,Research & Development,Medical,Female,Research Scientist,Married,Yes,intern
1080,Non-Travel,Research & Development,Medical,Female,Research Director,Married,No,New_graduate_recruitment
1081,Non-Travel,Sales,Medical,Male,Manager,Divorced,No,New_graduate_recruitment
1082,Travel_Rarely,Sales,Medical,Male,Manager,Single,No,New_graduate_recruitment
1083,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,direct_recruting
1084,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,intern
1085,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,No,New_graduate_recruitment
1086,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,intern
1087,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1088,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
1089,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,New_graduate_recruitment
1090,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,agent_B
1091,Travel_Frequently,Sales,Marketing,Female,Sales Representative,Divorced,No,direct_recruting
1092,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,New_graduate_recruitment
1093,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,New_graduate_recruitment
1094,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,intern
1095,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1096,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,New_graduate_recruitment
1097,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,New_graduate_recruitment
1098,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
1099,Non-Travel,Research & Development,Medical,Female,Research Director,Married,No,agent_A
1100,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,New_graduate_recruitment
1101,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,direct_recruting
1102,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
1103,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,New_graduate_recruitment
1104,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Yes,New_graduate_recruitment
1105,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Single,No,New_graduate_recruitment
1106,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,New_graduate_recruitment
1107,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1108,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,direct_recruting
1109,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
1110,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1111,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,New_graduate_recruitment
1112,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Yes,New_graduate_recruitment
1113,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,No,agent_A
1114,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
1115,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,direct_recruting
1116,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1117,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,New_graduate_recruitment
1118,Travel_Rarely,Research & Development,Other,Male,Manufacturing Director,Single,No,New_graduate_recruitment
1119,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,New_graduate_recruitment
1120,Non-Travel,Research & Development,Life Sciences,Female,Research Director,Married,No,New_graduate_recruitment
1121,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,New_graduate_recruitment
1122,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Single,No,agent_C
1123,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,New_graduate_recruitment
1124,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,No,direct_recruting
1125,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,New_graduate_recruitment
1126,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,New_graduate_recruitment
1127,Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,agent_A
1128,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,agent_B
1129,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Single,No,intern
1130,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,agent_B
1131,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,New_graduate_recruitment
1132,Travel_Rarely,Sales,Other,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
1133,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,New_graduate_recruitment
1134,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,direct_recruting
1135,Non-Travel,Sales,Marketing,Female,Sales Executive,Single,No,New_graduate_recruitment
1136,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,agent_C
1137,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,New_graduate_recruitment
1138,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,intern
1139,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,No,New_graduate_recruitment
1140,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1141,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
1142,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,agent_C
1143,Travel_Rarely,Human Resources,Medical,Male,Human Resources,Divorced,No,intern
1144,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,New_graduate_recruitment
1145,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,New_graduate_recruitment
1146,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,New_graduate_recruitment
1147,Non-Travel,Human Resources,Human Resources,Male,Human Resources,Married,No,intern
1148,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,direct_recruting
1149,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,intern
1150,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Divorced,No,New_graduate_recruitment
1151,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,Yes,New_graduate_recruitment
1152,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,No,New_graduate_recruitment
1153,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,agent_C
1154,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,New_graduate_recruitment
1155,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,agent_C
1156,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,New_graduate_recruitment
1157,Travel_Rarely,Research & Development,Medical,Male,Research Director,Married,No,agent_A
1158,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,intern
1159,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Single,No,New_graduate_recruitment
1160,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1161,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,intern
1162,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,No,New_graduate_recruitment
1163,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,New_graduate_recruitment
1164,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,New_graduate_recruitment
1165,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,agent_A
1166,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,agent_B
1167,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,direct_recruting
1168,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,New_graduate_recruitment
1169,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,intern
1170,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,New_graduate_recruitment
1171,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,No,agent_A
1172,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,agent_C
1173,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,No,New_graduate_recruitment
1174,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,New_graduate_recruitment
1175,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,New_graduate_recruitment
1176,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,Yes,New_graduate_recruitment
1177,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,intern
1178,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,Yes,New_graduate_recruitment
1179,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,New_graduate_recruitment
1180,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,Yes,New_graduate_recruitment
1181,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Divorced,No,New_graduate_recruitment
1182,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,New_graduate_recruitment
1183,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Single,No,New_graduate_recruitment
1184,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,No,New_graduate_recruitment
1185,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,direct_recruting
1186,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,intern
1187,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,agent_C
1188,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,agent_A
1189,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1190,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,New_graduate_recruitment
1191,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,No,New_graduate_recruitment
1192,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,New_graduate_recruitment
